序号,诉求内容
14080,"市民咨询减河通州河段是否可以钓鱼。市民咨询，之前减河上没有树立禁止钓鱼的标识，可以随意在该河的任意河段钓鱼，但是自己听说不让钓鱼了，没有说明那一部分的河段，故想知道通州区河段是否可以钓鱼，来电咨询减河通州河段是否可以钓鱼。注：请及时向来电人反馈办理情况。不在区管辖范围,建议转派市水务局"
8364,水库管理处往南顺京密引水渠有一堆垃圾，有好几天了，希望相关单位进行清除具体位置是大坝往南顺金密云水渠东边一直往南到限宽处附近，再往南100米左右，路东=========================================  注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号注：地址是密云区西田各庄镇大坝往南京密引水渠往南
13489,水务的领导您好，耽误您几分钟时间反应一下发现的问题。在永定河引水渠巨山路至旱河路段南侧，每天都有人在河里放狗戏水，而且还不止一处，狗爸狗妈们用球扔水里，让狗狗下水找球，简直让人气愤不已。南水北调 调来了狗狗们的水上乐园，严重污染了水质。希望领导们看到后关注并且有所解决措施。谢谢！
5241,"私排污水入武兴沟
https://weibo.com/1410824724/Ljce0iSxg?refer_flag=1001030103_&type=comment"
12429,"死树无人管理（来源：人民网地方领导留言板）
http://liuyan.people.com.cn/threads/content?tid=8191247
右安门在大街，玉林南路凉水河，河道护坡上，春天栽的树木无人浇水导致死亡，希望尽快补植上这样树，&nbsp;&nbsp;&nbsp;勤浇水别让它死了。"
8293,四惠大厦外的通惠河太脏了，垃圾死鱼满河飘着，环卫工哪去了？只扫地上？不管河里？============================= 注：此单为北京通简易工单，内容为网民原文。 工单来源：北京通注：经市中心与朝阳区核实---经核实，来电人反映河水垃圾无人清理问题，通惠河属市管河道，请转市水务局。烦请分中心核实处理，谢谢！
9970,"松兰堡村昌平职业学校旁边的河道散发着恶臭
每天路过一阵恶心，差点当场去世。我实在想不起来水务局再不管还能轮到谁管。非要上头的人下来查嘛？
小微水体公示牌编号:BJCHP-123"
11117,天然河流及排水柒是城市的重要基础设施，特别是永定河引水渠贯穿北京西部地区，是北京古老没现代城市发展的见证，对首都西部民生和环境有着重要影响。石景山区政府已经对永引渠五环路西部流域环境进行了改造，效果非常好，渠两侧成了石景山一大风景区，方便了群众休闲，保护了永引渠。但五环东永引渠海淀流域两侧环境比较差，与石景山部分大相径庭。建议北京市及海淀区将永引渠流域两侧一定距离范围进行公园化改造，将永引渠全流域变成北京市的又一大风景区。=========================================注：此单为微信服务号平台简易工单，内容为网民原文。工单来源：微信服务号
9749,通惠河朝阳段，在高碑店以东水位直线下降，并且三间房，管庄一代的通惠河污染严重，水草很多，伴有臭味，河长制是否有效实行？=========================================注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号 
14343,通惠河两岸绿洲段飞蚊太多了，严重影响人们正常生活=========================================注：此单为微信服务号简易工单，内容为网民原文，市中心未做整理。工单来源：微信服务号注：市民反映问题地址：朝阳区三间房地区通惠河两岸珠江绿洲家园段。
13922,通惠河南路朝阳旺角小区北侧位置，靠近三间房界碑处，再次出现路面严重损坏，影响通行。该处有20米左右不是沥青，经常出现破损，每次投诉都是简单修补一下，治标不治本。仅仅20米的路段为什么不能给铺一下沥青？非要这么凑合着修修补补？=========================================注：此单为微信服务号简易工单，内容为网民原文，市中心未做整理。工单来源：微信服务号
11775,通惠河三间房段，水位很浅，夏天蚊蝇特别多，周边居民晚上不敢开窗户，不敢在河边走，请问何时能治理。=========================================注：此单为市政府门户网站互动交流平台简易工单，内容为网民原文。工单来源：市政府门户网站互动交流平台注：经市中心与朝阳区核实---通惠河为市管河道，建议请转北京市水务局。
14236,通惠河双桥管庄一段河面上水草极多，影响环境，河边还有很多小飞虫，=========================================注：此单为微信服务号简易工单，内容为网民原文，市中心未做整理。工单来源：微信服务号
9441,通州区北运河奥体公园段近数月来河面漂浮物很多，聚集成片，无人清理或很少清理。与2020年相比，水面环境变坏十分明显，不知问题出在哪个环节？要求尽快整改。=========================================注：此单为市政府门户网站互动交流平台简易工单，内容为网民原文。工单来源：市政府门户网站互动交流平台
8358,"通州区北运河大光楼北侧，北运河起点标志处疑似有人偷排污水，整个河道散发着浓浓的异味，一直有污水从河底向上管涌======================================== 注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号（注：经与通州区核实，大光楼北侧是北运河与通榆河的交汇处,属于北运河管理处管理,烦请分中心核实处理。）"
13077,通州区温榆河河堤到处垃圾无人清理，河道环境提升后明显对比，临近河堤的地方干干净净再靠近路的一侧全是垃圾=========================================注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号
14136,通州区西集镇侯各庄村潮白河处有人在露天烧烤，烧烤垃圾遍地扔，问题又出现了，城管只是来劝走，但是也不罚，来电反映治理露天烧烤。4月25日14:00，反映人回电，表示现场还有人正在烧烤，会继续拨打12345.
12283,同热线-200808-015132，市民反映，市民称在大兴区亦庄的科创十一街禧瑞天著和经开·汀塘家园的通惠河太脏.夏天滋生绿色东西。市民经常在河的两岸行走。建议清理河道。来电反映河道美观问题。注：请及时向来电人反馈办理情况。此次市民反映同一问题，市民称问题没有解决，在亦庄经济开发区禧瑞天著和经开·汀塘家园之间的通惠河灌渠上面还是有浮游生物，非常脏，自己不知道这条河是区属的，还是市属的，自己希望尽快清理。来电反映河道美观问题。
9468,土城沟太阳宫桥及以南700m河道两侧(光熙门北里西和光熙家园东)，部分绿化植物未及时浇水，因缺水干枯。========================================注：此单为微信服务号简易工单，内容为网民原文。 工单来源：微信服务号2021年5月7日，朝阳区水务局河道管理所郑文刚所长核实，市民反映的土城沟太阳宫桥及以南700m河道两侧(光熙门北里西和光熙家园东)，部分绿化植物未及时浇水，因缺水干枯的诉求非我局权属范围，为北京市城市河湖管理处土城沟出口闸管理站权属，故请转北京市城市河湖管理处。
8579,土城沟太阳宫桥南边河道段(光熙家园和光熙门北里之间河道)，河道两侧绿化植物因长期未及时浇水，已因缺水干枯。=========================================  注：此单为微信服务号简易工单，内容为网民原文。工单来源：微信服务号注：经联系朝阳区香河园街道核实，土城沟河属于北京市水务局管辖，请中心转派至北京市水务局处理。
2320,万泉河快速路辅路河流蚊子成灾，由于河里的水不知道从哪儿来的，都是污水，导致蚊子成灾河岸边的小区全部受蚊子侵扰，附近两所小学也有非常多的蚊子，蚊子数量惊人，主要是河里污水问题严重，严重影响生活，及健康
120,网民建议在昆玉河河道边增植花卉以提升观赏度问题市民昵称：天马行空_Joyce微博来源：新浪微博  市民原文：昆玉河两边在整修，不知道这是哪里负责，如果能在两岸的边坡种上小野花，这条河会美爆了，希望可以听到这个呼声~~~~~海淀园林 ~~~~~海淀水务 ？？？市民反映问题内容：市民反映，海淀区昆玉河两边在整修，如果能在两岸的边坡种上小花，这条河会美爆了，希望有关部门可以听到这个呼声。故网民建议在昆玉河河道边增植花卉以提升观赏度问题。微博回复内容：无微博链接：https://weibo.com/1444261622/N1WNEFh6b微博发布时间：23-5-23 19:33加V认证：否注：烦请承办单位第一时间反馈，此情况要向市委网信办报送。
